05:37:03.304 : RiddlerController.RiddleForm.RiddleForm()-started
05:37:03.361 : RiddlerController.RiddleForm.RiddleForm()-ended
05:37:03.374 : RiddlerController.RiddleForm.extraInitializations()-started
05:37:03.374 : RiddlerController.RiddleForm.extraInitializations()-ended
05:37:03.375 : RiddlerController.RiddleOnlyLetter.setup_riddle()-started
05:37:03.375 : RiddlerController.RiddleOnlyLetter.setup_riddle()-ended
05:37:04.316 : RiddleController.Form1.activateRiddle()
05:37:04.318 : RiddleController.Form1.activateRiddle()-before rf.show()
05:37:04.383 : RiddleController.Form1.activateRiddle()-after rf.show()
05:37:04.384 : RiddlerController.RiddleOnlyLetter.display_riddle()-started
05:37:04.403 : RiddlerController.RiddleOnlyLetter.display_riddle()-ended
05:37:04.404 : After Run
05:40:26.694 : RiddlerController.RiddleForm.RiddleForm()-started
05:40:26.740 : RiddlerController.RiddleForm.RiddleForm()-ended
05:40:26.746 : RiddlerController.RiddleForm.extraInitializations()-started
05:40:26.746 : RiddlerController.RiddleForm.extraInitializations()-ended
05:40:26.747 : RiddlerController.RiddleOnlyLetter.setup_riddle()-started
05:40:26.747 : RiddlerController.RiddleOnlyLetter.setup_riddle()-ended
05:40:27.700 : RiddleController.Form1.activateRiddle()
05:40:27.701 : RiddleController.Form1.activateRiddle()-before rf.show()
05:40:27.747 : RiddlerController.RiddleOnlyLetter.RiddleOnlyLetter_Load()-started
05:40:27.763 : RiddleController.Form1.activateRiddle()-after rf.show()
05:40:27.764 : RiddlerController.RiddleOnlyLetter.display_riddle()-started
05:40:27.787 : RiddlerController.RiddleOnlyLetter.display_riddle()-ended
05:40:27.787 : After Run
05:44:53.045 : RiddlerController.RiddleForm.RiddleForm()-started
05:44:53.088 : RiddlerController.RiddleForm.RiddleForm()-ended
05:44:53.093 : RiddlerController.RiddleForm.extraInitializations()-started
05:44:53.093 : RiddlerController.RiddleForm.extraInitializations()-ended
05:44:54.056 : RiddleController.Form1.activateRiddle()
05:44:54.058 : RiddleController.Form1.activateRiddle()-before rf.show()
05:44:54.115 : RiddleController.Form1.activateRiddle()-after rf.show()
05:44:54.116 : After Run
05:45:12.903 : RiddlerController.RiddleForm.RiddleForm()-started
05:45:12.948 : RiddlerController.RiddleForm.RiddleForm()-ended
05:45:12.952 : RiddlerController.RiddleForm.extraInitializations()-started
05:45:12.953 : RiddlerController.RiddleForm.extraInitializations()-ended
05:45:13.913 : RiddleController.Form1.activateRiddle()
05:45:13.914 : RiddleController.Form1.activateRiddle()-before rf.show()
05:45:13.971 : RiddleController.Form1.activateRiddle()-after rf.show()
05:45:13.973 : After Run
05:45:52.137 : RiddlerController.RiddleForm.RiddleForm()-started
05:45:52.169 : RiddlerController.RiddleForm.RiddleForm()-ended
05:45:52.173 : RiddlerController.RiddleForm.extraInitializations()-started
05:45:52.173 : RiddlerController.RiddleForm.extraInitializations()-ended
05:45:52.174 : RiddlerController.RiddleForm.setup_riddle()-started
05:45:52.175 : RiddlerController.RiddleForm.setup_riddle()-ended
05:45:53.154 : RiddleController.Form1.activateRiddle()
05:45:53.156 : RiddleController.Form1.activateRiddle()-before rf.show()
05:45:53.203 : RiddleController.Form1.activateRiddle()-after rf.show()
05:45:53.204 : After Run
05:46:00.877 : RiddleForm_KeyDown(e.KeyCode=Z, e.KeyValue=90)
08:48:30.508 : RiddleForm_KeyDown(e.KeyCode=I, e.KeyValue=73)
08:48:40.728 : RiddleForm_KeyDown(e.KeyCode=B, e.KeyValue=66)
08:48:46.829 : After Run
08:54:06.714 : RiddleForm_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
08:54:09.309 : RiddleForm_KeyDown(e.KeyCode=Y, e.KeyValue=89)
08:54:15.443 : After Run
08:56:23.302 : RiddleForm_KeyDown(e.KeyCode=K, e.KeyValue=75)
08:56:29.381 : After Run
08:58:37.921 : RiddleForm_KeyDown(e.KeyCode=J, e.KeyValue=74)
08:58:44.034 : After Run
09:00:51.504 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:00:52.002 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:00:52.032 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:00:52.065 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:00:52.098 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:00:52.214 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:00:52.218 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:00:57.641 : After Run
09:03:01.760 : RiddleForm_KeyDown(e.KeyCode=Z, e.KeyValue=90)
09:03:07.816 : After Run
09:05:13.136 : RiddleForm_KeyDown(e.KeyCode=B, e.KeyValue=66)
09:05:19.222 : After Run
09:07:28.734 : RiddleForm_KeyDown(e.KeyCode=B, e.KeyValue=66)
09:07:30.893 : RiddleForm_KeyDown(e.KeyCode=G, e.KeyValue=71)
09:07:32.683 : RiddleForm_KeyDown(e.KeyCode=J, e.KeyValue=74)
09:07:33.339 : RiddleForm_KeyDown(e.KeyCode=K, e.KeyValue=75)
09:07:34.394 : RiddleForm_KeyDown(e.KeyCode=K, e.KeyValue=75)
09:07:40.444 : After Run
09:10:20.786 : RiddleForm_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:10:26.877 : After Run
09:12:32.525 : RiddleForm_KeyDown(e.KeyCode=OemQuestion, e.KeyValue=191)
09:12:32.527 : RiddleForm_KeyDown(e.KeyCode=O, e.KeyValue=79)
09:12:32.653 : RiddleForm_KeyDown(e.KeyCode=OemPeriod, e.KeyValue=190)
09:12:39.083 : After Run
09:14:50.494 : RiddleForm_KeyDown(e.KeyCode=P, e.KeyValue=80)
09:14:56.606 : After Run
09:17:25.445 : RiddleForm_KeyDown(e.KeyCode=C, e.KeyValue=67)
09:17:31.533 : After Run
09:20:05.322 : RiddleForm_KeyDown(e.KeyCode=T, e.KeyValue=84)
09:20:10.564 : RiddleForm_KeyDown(e.KeyCode=C, e.KeyValue=67)
09:20:13.208 : RiddleForm_KeyDown(e.KeyCode=T, e.KeyValue=84)
09:20:19.266 : After Run
09:22:27.503 : RiddleForm_KeyDown(e.KeyCode=T, e.KeyValue=84)
09:22:33.608 : After Run
09:24:40.621 : RiddleForm_KeyDown(e.KeyCode=R, e.KeyValue=82)
09:24:46.691 : After Run
09:27:05.519 : RiddleForm_KeyDown(e.KeyCode=C, e.KeyValue=67)
09:27:05.576 : RiddleForm_KeyDown(e.KeyCode=X, e.KeyValue=88)
09:27:07.547 : RiddleForm_KeyDown(e.KeyCode=S, e.KeyValue=83)
09:27:07.792 : RiddleForm_KeyDown(e.KeyCode=X, e.KeyValue=88)
09:27:09.640 : RiddleForm_KeyDown(e.KeyCode=X, e.KeyValue=88)
09:27:15.693 : After Run
09:29:56.554 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:30:01.690 : RiddleForm_KeyDown(e.KeyCode=P, e.KeyValue=80)
09:30:04.213 : RiddleForm_KeyDown(e.KeyCode=C, e.KeyValue=67)
09:30:10.352 : After Run
09:32:23.530 : RiddleForm_KeyDown(e.KeyCode=Z, e.KeyValue=90)
09:32:23.538 : RiddleForm_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:32:23.613 : RiddleForm_KeyDown(e.KeyCode=ShiftKey, e.KeyValue=16)
09:32:26.821 : RiddleForm_KeyDown(e.KeyCode=X, e.KeyValue=88)
09:32:26.843 : RiddleForm_KeyDown(e.KeyCode=S, e.KeyValue=83)
09:32:26.959 : RiddleForm_KeyDown(e.KeyCode=X, e.KeyValue=88)
09:32:29.116 : RiddleForm_KeyDown(e.KeyCode=ShiftKey, e.KeyValue=16)
09:32:29.157 : RiddleForm_KeyDown(e.KeyCode=Z, e.KeyValue=90)
09:32:29.250 : RiddleForm_KeyDown(e.KeyCode=Menu, e.KeyValue=18)
09:32:31.250 : RiddleForm_KeyDown(e.KeyCode=Space, e.KeyValue=32)
09:32:32.011 : RiddleForm_KeyDown(e.KeyCode=X, e.KeyValue=88)
09:32:32.019 : RiddleForm_KeyDown(e.KeyCode=S, e.KeyValue=83)
09:32:35.318 : RiddleForm_KeyDown(e.KeyCode=A, e.KeyValue=65)
09:32:41.420 : After Run
09:34:42.015 : RiddleForm_KeyDown(e.KeyCode=Oem7, e.KeyValue=222)
09:34:42.016 : RiddleForm_KeyDown(e.KeyCode=V, e.KeyValue=86)
09:34:42.299 : RiddleForm_KeyDown(e.KeyCode=B, e.KeyValue=66)
09:34:42.593 : RiddleForm_KeyDown(e.KeyCode=Oem7, e.KeyValue=222)
09:34:42.907 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:34:42.978 : RiddleForm_KeyDown(e.KeyCode=L, e.KeyValue=76)
09:34:43.625 : RiddleForm_KeyDown(e.KeyCode=Oem1, e.KeyValue=186)
09:34:43.633 : RiddleForm_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:34:44.104 : RiddleForm_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:34:44.136 : RiddleForm_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:34:44.171 : RiddleForm_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:34:44.202 : RiddleForm_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:34:44.235 : RiddleForm_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:34:44.269 : RiddleForm_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:34:44.858 : RiddleForm_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:34:45.171 : RiddleForm_KeyDown(e.KeyCode=S, e.KeyValue=83)
09:34:45.514 : RiddleForm_KeyDown(e.KeyCode=Oem1, e.KeyValue=186)
09:34:46.409 : RiddleForm_KeyDown(e.KeyCode=O, e.KeyValue=79)
09:34:46.501 : RiddleForm_KeyDown(e.KeyCode=O, e.KeyValue=79)
09:34:47.014 : RiddleForm_KeyDown(e.KeyCode=F, e.KeyValue=70)
09:34:47.896 : RiddleForm_KeyDown(e.KeyCode=K, e.KeyValue=75)
09:34:48.089 : After Run
09:36:52.657 : RiddleForm_KeyDown(e.KeyCode=F, e.KeyValue=70)
09:36:52.860 : RiddleForm_KeyDown(e.KeyCode=F, e.KeyValue=70)
09:36:53.271 : RiddleForm_KeyDown(e.KeyCode=S, e.KeyValue=83)
09:36:53.769 : RiddleForm_KeyDown(e.KeyCode=S, e.KeyValue=83)
09:36:53.800 : RiddleForm_KeyDown(e.KeyCode=S, e.KeyValue=83)
09:36:54.533 : RiddleForm_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:36:55.028 : RiddleForm_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:36:55.082 : RiddleForm_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:36:55.093 : RiddleForm_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:36:55.126 : RiddleForm_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:36:55.421 : RiddleForm_KeyDown(e.KeyCode=D, e.KeyValue=68)
09:37:01.108 : After Run
09:39:13.415 : RiddleForm_KeyDown(e.KeyCode=Oemcomma, e.KeyValue=188)
09:39:22.000 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.495 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.529 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.562 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.595 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.626 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.659 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.692 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.724 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.758 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.789 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.823 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.862 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.888 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.919 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.952 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:22.984 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.017 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.052 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.084 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.165 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.181 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.214 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.247 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.280 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.314 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.347 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.380 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.412 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.445 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.478 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.510 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.543 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.576 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.611 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.641 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.674 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.707 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.740 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.773 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.805 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.839 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.871 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.903 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.936 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:23.970 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.003 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.035 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.067 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.100 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.135 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.170 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.249 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.262 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.295 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.327 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.361 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.393 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.430 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.459 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.493 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.525 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.558 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.591 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.624 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.656 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.689 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:24.722 : RiddleForm_KeyDown(e.KeyCode=N, e.KeyValue=78)
09:39:28.099 : After Run
09:41:34.123 : RiddleForm_KeyDown(e.KeyCode=Escape, e.KeyValue=27)
09:41:39.730 : RiddleForm_KeyDown(e.KeyCode=O, e.KeyValue=79)
09:41:46.286 : After Run
05:35:44.647 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=R, e.KeyValue=82)
05:35:44.744 : SuspenderLib.check_keystroke(e.KeyCode=R, e.KeyValue=82)
05:35:47.004 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=I, e.KeyValue=73)
05:35:47.005 : SuspenderLib.check_keystroke(e.KeyCode=I, e.KeyValue=73)
11:48:47.032 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=G, e.KeyValue=71)
11:48:47.062 : SuspenderLib.check_keystroke(e.KeyCode=G, e.KeyValue=71)
11:53:33.374 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=E, e.KeyValue=69)
11:53:33.402 : SuspenderLib.check_keystroke(e.KeyCode=E, e.KeyValue=69)
11:53:35.572 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=Y, e.KeyValue=89)
11:53:35.574 : SuspenderLib.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
11:53:39.820 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=K, e.KeyValue=75)
11:53:39.821 : SuspenderLib.check_keystroke(e.KeyCode=K, e.KeyValue=75)
01:50:04.325 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=R, e.KeyValue=82)
01:50:04.414 : SuspenderLib.check_keystroke(e.KeyCode=R, e.KeyValue=82)
01:50:07.207 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=Y, e.KeyValue=89)
01:50:07.209 : SuspenderLib.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
01:50:12.656 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=I, e.KeyValue=73)
01:50:12.658 : SuspenderLib.check_keystroke(e.KeyCode=I, e.KeyValue=73)
02:03:19.527 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=E, e.KeyValue=69)
02:03:19.614 : SuspenderLib.check_keystroke(e.KeyCode=E, e.KeyValue=69)
02:03:23.916 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=Y, e.KeyValue=89)
02:03:23.917 : SuspenderLib.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
02:03:26.776 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=K, e.KeyValue=75)
02:03:26.778 : SuspenderLib.check_keystroke(e.KeyCode=K, e.KeyValue=75)
02:04:23.856 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=T, e.KeyValue=84)
02:04:23.947 : SuspenderLib.check_keystroke(e.KeyCode=T, e.KeyValue=84)
02:04:26.703 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=Y, e.KeyValue=89)
02:04:26.704 : SuspenderLib.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
02:04:30.167 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=K, e.KeyValue=75)
02:04:30.168 : SuspenderLib.check_keystroke(e.KeyCode=K, e.KeyValue=75)
02:04:33.423 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=U, e.KeyValue=85)
02:04:33.424 : SuspenderLib.check_keystroke(e.KeyCode=U, e.KeyValue=85)
02:05:06.837 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=Y, e.KeyValue=89)
02:05:06.929 : SuspenderLib.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
02:05:09.066 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=K, e.KeyValue=75)
02:05:09.068 : SuspenderLib.check_keystroke(e.KeyCode=K, e.KeyValue=75)
02:11:02.258 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=R, e.KeyValue=82)
02:11:02.344 : SuspenderLib.check_keystroke(e.KeyCode=R, e.KeyValue=82)
02:11:05.279 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=Y, e.KeyValue=89)
02:11:05.281 : SuspenderLib.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
02:11:08.478 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=K, e.KeyValue=75)
02:11:08.480 : SuspenderLib.check_keystroke(e.KeyCode=K, e.KeyValue=75)
02:11:14.179 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=K, e.KeyValue=75)
02:11:14.180 : SuspenderLib.check_keystroke(e.KeyCode=K, e.KeyValue=75)
02:11:22.142 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=U, e.KeyValue=85)
02:11:22.144 : SuspenderLib.check_keystroke(e.KeyCode=U, e.KeyValue=85)
02:11:25.143 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=H, e.KeyValue=72)
02:11:25.145 : SuspenderLib.check_keystroke(e.KeyCode=H, e.KeyValue=72)
02:11:29.550 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=O, e.KeyValue=79)
02:11:29.561 : SuspenderLib.check_keystroke(e.KeyCode=O, e.KeyValue=79)
02:12:11.152 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=Y, e.KeyValue=89)
02:12:11.238 : SuspenderLib.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
02:12:14.134 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=U, e.KeyValue=85)
02:12:14.136 : SuspenderLib.check_keystroke(e.KeyCode=U, e.KeyValue=85)
02:12:17.094 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=K, e.KeyValue=75)
02:12:17.095 : SuspenderLib.check_keystroke(e.KeyCode=K, e.KeyValue=75)
02:12:22.054 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=U, e.KeyValue=85)
02:12:22.056 : SuspenderLib.check_keystroke(e.KeyCode=U, e.KeyValue=85)
02:12:26.721 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=G, e.KeyValue=71)
02:12:26.723 : SuspenderLib.check_keystroke(e.KeyCode=G, e.KeyValue=71)
02:12:29.245 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=H, e.KeyValue=72)
02:12:29.247 : SuspenderLib.check_keystroke(e.KeyCode=H, e.KeyValue=72)
02:12:32.196 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=Z, e.KeyValue=90)
02:12:32.198 : SuspenderLib.check_keystroke(e.KeyCode=Z, e.KeyValue=90)
02:13:20.678 : SuspenderLib.SingleLetterForm_KeyDown(e.KeyCode=Y, e.KeyValue=89)
02:13:20.770 : SuspenderLib.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
02:19:02.851 : SuspenderLib.display_richTextBox_KeyDown(e.KeyCode=Y, e.KeyValue=89)
02:19:02.942 : SuspenderLib.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
02:19:08.253 : SuspenderLib.display_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
02:19:08.254 : SuspenderLib.check_keystroke(e.KeyCode=K, e.KeyValue=75)
02:19:11.180 : SuspenderLib.display_richTextBox_KeyDown(e.KeyCode=U, e.KeyValue=85)
02:19:11.182 : SuspenderLib.check_keystroke(e.KeyCode=U, e.KeyValue=85)
02:19:14.403 : SuspenderLib.display_richTextBox_KeyDown(e.KeyCode=H, e.KeyValue=72)
02:19:14.404 : SuspenderLib.check_keystroke(e.KeyCode=H, e.KeyValue=72)
02:21:47.848 : SuspenderLib.display_richTextBox_KeyDown(e.KeyCode=Y, e.KeyValue=89)
02:21:47.928 : SuspenderLib.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
02:21:53.856 : SuspenderLib.display_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
02:21:53.857 : SuspenderLib.check_keystroke(e.KeyCode=K, e.KeyValue=75)
02:22:35.509 : SuspenderLib.display_richTextBox_KeyDown(e.KeyCode=Y, e.KeyValue=89)
02:22:35.600 : SuspenderLib.check_keystroke(e.KeyCode=Y, e.KeyValue=89)
02:22:37.380 : SuspenderLib.display_richTextBox_KeyDown(e.KeyCode=K, e.KeyValue=75)
02:22:37.382 : SuspenderLib.check_keystroke(e.KeyCode=K, e.KeyValue=75)
02:22:43.214 : SuspenderLib.display_richTextBox_KeyDown(e.KeyCode=U, e.KeyValue=85)
02:22:43.215 : SuspenderLib.check_keystroke(e.KeyCode=U, e.KeyValue=85)
02:22:45.030 : SuspenderLib.display_richTextBox_KeyDown(e.KeyCode=M, e.KeyValue=77)
02:22:45.031 : SuspenderLib.check_keystroke(e.KeyCode=M, e.KeyValue=77)
02:22:50.303 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=M, e.KeyValue=77)
02:22:50.305 : SuspenderLib.check_keystroke(e.KeyCode=M, e.KeyValue=77)
02:22:53.482 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:53.483 : SuspenderLib.check_keystroke(e.KeyCode=V, e.KeyValue=86)
02:22:53.982 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.014 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.047 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.080 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.112 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.145 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.178 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.211 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.243 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.276 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.308 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.342 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.375 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.408 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.440 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
02:22:54.473 : SuspenderLib.answer_richTextBox_KeyDown(e.KeyCode=V, e.KeyValue=86)
